2798.155987,7360.9702
2798.176418,7788.4111
2799.647504,8289.8984
2798.911961,8957.0234
2798.891529,9322.96
2797.420444,9417.9912
2801.11859,9467.252
2798.135555,9733.7031
2801.854133,9820.1699
2800.383047,10133.808
2797.400013,10511.592
2799.627072,10582.273
2756.475328,10586.944
2811.55925,10664.969
2754.983805,10725.486
2816.769392,11148.651
2750.52966,11153.943
2797.440876,11312.677
2792.9459,11337.729
2800.137866,11375.698
2801.874565,11452.61
2791.454386,11512.739
2749.77368,11556.507
2752.021187,11700.449
2784.752797,11713.537
2752.000755,11725.383
2813.050779,11769.402
2797.686057,11788.78
2802.099314,11840.103
2752.756734,11849.09
2755.004237,11874.235
2796.664471,11957.85
2803.366085,11965.752
2750.509228,11968.198
2755.739782,12009.986
2815.277859,12026.35
2753.492281,12098.187
2772.105596,12126.452
2806.349128,12151.093
2751.265208,12157.906
2811.538818,12158.027
2786.244309,12180.5
2754.248259,12188.658
2782.525746,12224.287
2816.013409,12273.714
2775.088621,12285.77
2785.917402,12317.537
2792.210359,12330.048
2810.067723,12330.814
2814.521877,12359.931
2807.084673,12377.562
2773.597109,12386.591
2756.49576,12393.266
2781.034235,12404.724
2809.332176,12427.857
2814.542309,12431.743
2795.928929,12437.555
2809.311744,12446.051
2816.74896,12483.413
2787.000281,12527.175
2779.542724,12533.513
2801.139022,12556.591
2784.017257,12564.48
2777.315672,12572.793
2774.332649,12574.431
2780.298695,12581.273
2813.030347,12582.064
2813.786328,12606.469
2778.807184,12606.794
2775.824161,12625.177
2804.101629,12630.989
2807.840651,12652.042
2795.172955,12664.304
2785.89697,12669.567
2787.735821,12700.861
2771.370056,12711.807
2800.117434,12730.725
2790.718846,12748.826
2791.474818,12756.804
2804.857605,12779.274
2755.719351,12782.595
2789.227333,12797.942
2784.773229,12833.788
2753.512713,12865.105
2808.576197,12876.787
2785.508769,12881.283
2812.294798,12892.546
2794.437414,12914.338
2805.593151,12930.716
2817.504943,12931.641
2749.794112,12933.951
2810.80327,12936.037
2788.471361,12965.465
2804.122061,12972.003
2781.790206,13003.681
2818.260927,13010.901
2783.261286,13014.953
2811.579682,13031.762
2780.278263,13032.424
2776.580133,13033.419
2792.189927,13060.271
2783.281717,13064.193
2816.033841,13084.136
2802.078883,13098.925
2802.630541,13124.249
2772.841137,13132.777
2800.403478,13135.987
2789.962873,13136.102
2793.701873,13153.384
2793.681441,13161.755
2792.966331,13173.797
2756.454896,13178.001
2803.815584,13178.132
2801.098158,13180.338
2784.446322,13223.667
